# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-O" "--fraction" "-M" "--fraction" "-p" "-t" "region" "-g" "ID" "-a" "dfir_regions.gff" "-o" "counts/regions_dfir.txt" "star_map_dfir/Dfir-0h-A.bam" "star_map_dfir/Dfir-0h-B.bam" "star_map_dfir/Dfir-0h-C.bam" "star_map_dfir/Dfir-16h-A.bam" "star_map_dfir/Dfir-16h-B.bam" "star_map_dfir/Dfir-16h-C.bam" "star_map_dfir/Dfir-24h-A.bam" "star_map_dfir/Dfir-24h-B.bam" "star_map_dfir/Dfir-24h-C.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map_dfir/Dfir-0h-A.bam	star_map_dfir/Dfir-0h-B.bam	star_map_dfir/Dfir-0h-C.bam	star_map_dfir/Dfir-16h-A.bam	star_map_dfir/Dfir-16h-B.bam	star_map_dfir/Dfir-16h-C.bam	star_map_dfir/Dfir-24h-A.bam	star_map_dfir/Dfir-24h-B.bam	star_map_dfir/Dfir-24h-C.bam
contig_29_np1212:3350001..3352500	contig_29_np1212	3350001	3352500	+	2500	196.50	31.50	97.50	238.50	205.50	125.00	260	141.11	79.50
contig_29_np1212:3352501..3355000	contig_29_np1212	3352501	3355000	+	2500	19212.50	15276	9533	1403	490.50	463.50	1154.75	282.50	8929.50
contig_29_np1212:3355001..3357500	contig_29_np1212	3355001	3357500	+	2500	2598.50	3026.75	1602.50	582.50	66.50	141.50	246.75	134.50	2145.50
contig_29_np1212:3357501..3360000	contig_29_np1212	3357501	3360000	+	2500	15659.00	7582.75	17347.25	19371.50	4798.00	8006	15312.25	11118.00	7246.50
contig_29_np1212:3360001..3362500	contig_29_np1212	3360001	3362500	+	2500	3784	889	2419.75	457.50	177.50	472	725.50	705	1172
contig_29_np1212:3362501..3365000	contig_29_np1212	3362501	3365000	+	2500	34087.75	5841	17098	8797.25	7845	3482	5216.25	3315	7669
contig_29_np1212:3365001..3367500	contig_29_np1212	3365001	3367500	+	2500	1802.75	632	1034.50	615.75	303	576	797.50	432.50	981
contig_29_np1212:3367501..3370000	contig_29_np1212	3367501	3370000	+	2500	576.50	1896.09	765.39	1410.22	2067.95	2608.21	1945.41	950.75	4164.91
contig_29_np1212:3370001..3372500	contig_29_np1212	3370001	3372500	+	2500	33.50	2874.17	590.50	423	2946.75	2666.50	578.50	455	5417.50
contig_29_np1212:3372501..3375000	contig_29_np1212	3372501	3375000	+	2500	452.50	691.50	297.50	289.50	359	318	318	227	1345
contig_29_np1212:3375001..3377500	contig_29_np1212	3375001	3377500	+	2500	2082	104	676	12678	490	3645.00	19023.00	8272.00	13670.00
contig_29_np1212:3377501..3380000	contig_29_np1212	3377501	3380000	+	2500	11116	18920	19458	34989	75104.25	18378.50	30353.00	14576	33691.00
contig_29_np1212:3380001..3382500	contig_29_np1212	3380001	3382500	+	2500	549.50	328	608	116	73.25	102	99	38	273.50
contig_29_np1212:3382501..3385000	contig_29_np1212	3382501	3385000	+	2500	9876	4404	4072.50	11880.50	12811.25	8205.50	13793	6642	8318.50
contig_29_np1212:3385001..3387500	contig_29_np1212	3385001	3387500	+	2500	836.50	810	982.50	592.50	228.25	229.50	292.67	171.50	856
contig_29_np1212:3387501..3390000	contig_29_np1212	3387501	3390000	+	2500	5655.50	331	1782	8099	7247	2077.50	1970.50	1195	2053
contig_29_np1212:3390001..3392500	contig_29_np1212	3390001	3392500	+	2500	1914	543.50	648	1844.50	3309	764	943	641.50	1084.50
contig_29_np1212:3392501..3395000	contig_29_np1212	3392501	3395000	+	2500	2585.50	1732	1518	2220	3189.25	1312.50	1851	707	2149.50
contig_29_np1212:3395001..3397500	contig_29_np1212	3395001	3397500	+	2500	462	503.50	367.50	725.25	514.25	844.50	852.50	366	828
contig_29_np1212:3397501..3400000	contig_29_np1212	3397501	3400000	+	2500	12714	3138.40	6659	4227	2864	2874	3213	1887	2897
contig_29_np1212:3400001..3402500	contig_29_np1212	3400001	3402500	+	2500	22	5.50	2.50	25	9.50	24.50	6	12	14.50
contig_29_np1212:3402501..3405000	contig_29_np1212	3402501	3405000	+	2500	434	820	315.50	1114.50	3137	3453.50	751.50	1501	2682.50
contig_29_np1212:3405001..3407500	contig_29_np1212	3405001	3407500	+	2500	286.50	1480.50	599	1894.50	7081.50	6229	2137.50	4349	4776
contig_29_np1212:3407501..3410000	contig_29_np1212	3407501	3410000	+	2500	204.50	1293	550	1362.50	831	2615	1552.50	1231.50	1825
contig_29_np1212:3410001..3412500	contig_29_np1212	3410001	3412500	+	2500	330.50	421.50	274.50	897.25	1157	1101.50	800.60	689	861.25
contig_29_np1212:3412501..3415000	contig_29_np1212	3412501	3415000	+	2500	479.50	213.50	153	2450	6705	1521.50	1110.50	1760.50	1068.50
contig_29_np1212:3415001..3417500	contig_29_np1212	3415001	3417500	+	2500	268.50	388	329.50	586.40	626	704	699.50	279.50	1135.50
contig_29_np1212:3417501..3420000	contig_29_np1212	3417501	3420000	+	2500	49	932	528	345.50	172.50	242	190.50	219	1565
contig_29_np1212:3420001..3422500	contig_29_np1212	3420001	3422500	+	2500	235	443	272.50	2162	3439.50	2741.50	2519	1646.50	2160.50
contig_29_np1212:3422501..3425000	contig_29_np1212	3422501	3425000	+	2500	186	262.50	182.50	832.50	652	1169	888	655	818
contig_29_np1212:3425001..3427500	contig_29_np1212	3425001	3427500	+	2500	2242.50	1090	1669	1057.50	1693.50	1176.50	1673.50	674.50	1386.50
contig_29_np1212:3427501..3430000	contig_29_np1212	3427501	3430000	+	2500	569	3133	1746.50	1791	2390.50	2732.50	2530	1649.50	6823
contig_29_np1212:3430001..3432500	contig_29_np1212	3430001	3432500	+	2500	810.00	902	840	654.50	325	538	470	329	1658
contig_29_np1212:3432501..3435000	contig_29_np1212	3432501	3435000	+	2500	497	891.50	558.50	769.50	785	584	408	301	1545.50
contig_29_np1212:3435001..3437500	contig_29_np1212	3435001	3437500	+	2500	150	824	482.50	776	337.50	711	333	415	1308
contig_29_np1212:3437501..3440000	contig_29_np1212	3437501	3440000	+	2500	1659.50	7820	4206.50	5757.50	3259.50	6331.00	4538.00	2817.00	11193.50
contig_29_np1212:3440001..3442500	contig_29_np1212	3440001	3442500	+	2500	1556.50	599	927	1870.50	1838	1110.00	1286.50	1118.00	1308.50
contig_29_np1212:3442501..3445000	contig_29_np1212	3442501	3445000	+	2500	2032	382.70	1162.25	2565.75	3174	1920.66	2478.50	1361	1007.49
contig_29_np1212:3445001..3447500	contig_29_np1212	3445001	3447500	+	2500	969.50	1186.50	479	9962.83	7039.50	11449	9252	5995	5689
contig_29_np1212:3447501..3450000	contig_29_np1212	3447501	3450000	+	2500	126.67	242	100	2336.83	1247.00	2760.50	2220.40	1283.50	1227.25
contig_29_np1212:3450001..3452500	contig_29_np1212	3450001	3452500	+	2500	299.50	102.50	116.50	927.33	77	306.50	473.75	226	257.50
contig_29_np1212:3452501..3455000	contig_29_np1212	3452501	3455000	+	2500	507.50	587.50	341	1209	518	649.50	675.75	344	991.50
contig_29_np1212:3455001..3457500	contig_29_np1212	3455001	3457500	+	2500	220.50	839	235.50	518.00	628.75	637.50	340.00	256.75	1500
contig_29_np1212:3457501..3460000	contig_29_np1212	3457501	3460000	+	2500	408.50	848.50	770.50	5344	63837.75	9537	3167.00	8197	6942
contig_29_np1212:3460001..3462500	contig_29_np1212	3460001	3462500	+	2500	977	36883.50	23764.25	3621	54809	27050	10251.50	23507.75	46008
contig_29_np1212:3462501..3465000	contig_29_np1212	3462501	3465000	+	2500	720	533	620	26	10	18	42	10	332
contig_29_np1212:3465001..3467500	contig_29_np1212	3465001	3467500	+	2500	247	268	290.25	16426.23	208992.34	100746.32	101404.82	113023.59	9155.25
contig_29_np1212:3467501..3470000	contig_29_np1212	3467501	3470000	+	2500	61	156	90	6376.27	103791.86	52588.13	52802.53	60807.82	4696.75
contig_29_np1212:3470001..3472500	contig_29_np1212	3470001	3472500	+	2500	24	18	15	109	20	117.75	103.17	38	98.50
contig_29_np1212:3472501..3475000	contig_29_np1212	3472501	3475000	+	2500	271	419	245.50	2194	1886	3108.50	3122.33	1823.50	2095
contig_29_np1212:3475001..3477500	contig_29_np1212	3475001	3477500	+	2500	54	1396.50	637.50	350.50	124	372.50	454	294	2830
contig_29_np1212:3477501..3480000	contig_29_np1212	3477501	3480000	+	2500	3559.91	2983.82	2830.40	1178.68	2917.15	368.82	446.38	282.41	3397.00
contig_29_np1212:3480001..3482500	contig_29_np1212	3480001	3482500	+	2500	399	3586	288.50	912.50	234	350.50	478	129.50	5710.75
contig_29_np1212:3482501..3485000	contig_29_np1212	3482501	3485000	+	2500	231	1136.50	312	415	91	101.67	142.17	58	1853.50
contig_29_np1212:3485001..3487500	contig_29_np1212	3485001	3487500	+	2500	1609.99	1324.11	1592.85	555.49	77.97	140.17	160.62	82.17	1557.32
contig_29_np1212:3487501..3490000	contig_29_np1212	3487501	3490000	+	2500	249.06	470.40	297.53	630.34	1295.29	1865.28	813.32	897.09	2182.87
contig_29_np1212:3490001..3492500	contig_29_np1212	3490001	3492500	+	2500	5	829	144.50	265	2408.25	3424.50	708	1569.50	4099.50
contig_29_np1212:3492501..3495000	contig_29_np1212	3492501	3495000	+	2500	6	288.50	16.25	12	535.50	1088	161.67	483	1353.33
contig_29_np1212:3495001..3497500	contig_29_np1212	3495001	3497500	+	2500	0	84.50	0	1	173.50	280.25	66.75	107.75	362
contig_29_np1212:3497501..3500000	contig_29_np1212	3497501	3500000	+	2500	4386.00	844.00	1000.50	184382.05	547193.70	221307.65	364583.26	281379.65	16471.25
contig_29_np1212:3500001..3502500	contig_29_np1212	3500001	3502500	+	2500	24554.00	6888	12457.50	6422.58	7554.00	5398.00	6625.25	5840.00	4798.75
contig_29_np1212:3502501..3505000	contig_29_np1212	3502501	3505000	+	2500	2759.00	786	1587.50	304.33	226.75	156.50	131.50	123	523
contig_29_np1212:3505001..3507500	contig_29_np1212	3505001	3507500	+	2500	537.50	642	476.50	1729.50	1001	2066.50	1876.50	1218	5604.50
contig_29_np1212:3507501..3510000	contig_29_np1212	3507501	3510000	+	2500	980	2666.72	928.90	7965.90	5271.15	11359.17	11458.90	7355.69	18396.37
contig_29_np1212:3510001..3512500	contig_29_np1212	3510001	3512500	+	2500	4848.50	1864	3472	1469.00	1344.75	2362	1686.50	1522.50	1590.50
contig_29_np1212:3512501..3515000	contig_29_np1212	3512501	3515000	+	2500	218	1191	582	718	922.50	1662.25	845	997.50	2339
contig_29_np1212:3515001..3517500	contig_29_np1212	3515001	3517500	+	2500	2737.50	2890.50	4590	1905.50	3095	711	653	1332.50	2646
contig_29_np1212:3517501..3520000	contig_29_np1212	3517501	3520000	+	2500	5827	5052.50	5241.50	1412.50	3452.50	1478.50	1402.50	1190	4233.00
contig_29_np1212:3520001..3522500	contig_29_np1212	3520001	3522500	+	2500	91.50	1450	135	697.50	1556	1084	756.50	518	2726.50
contig_29_np1212:3522501..3525000	contig_29_np1212	3522501	3525000	+	2500	8	567.50	33.25	272.50	391.50	386	202.50	188	1177.50
contig_29_np1212:3525001..3527500	contig_29_np1212	3525001	3527500	+	2500	9214.00	439	3456.32	7980.75	1777	5083.75	6628.50	4896.75	3066.00
contig_29_np1212:3527501..3530000	contig_29_np1212	3527501	3530000	+	2500	7920.50	4306	5884	14349.25	4690	6127.50	5350.50	13700.00	2307.50
contig_29_np1212:3530001..3532500	contig_29_np1212	3530001	3532500	+	2500	166.90	564.97	358.53	698	827.50	969.58	622.75	326.55	1466.32
contig_29_np1212:3532501..3535000	contig_29_np1212	3532501	3535000	+	2500	27.40	447.53	125.05	236.65	436.68	632.09	286.30	134.32	784.01
contig_29_np1212:3535001..3537500	contig_29_np1212	3535001	3537500	+	2500	408	884	528	1616.50	1461	1778.50	1538	1179.50	2395.50
contig_29_np1212:3537501..3540000	contig_29_np1212	3537501	3540000	+	2500	756	1067	667.50	1632.50	942	1095	1749.50	768.50	1289.50
contig_29_np1212:3540001..3542500	contig_29_np1212	3540001	3542500	+	2500	21	53.00	12	429.50	58.50	368	227	171.50	567.00
contig_29_np1212:3542501..3545000	contig_29_np1212	3542501	3545000	+	2500	160	1482	521	2591.50	5087	2001.50	1232.50	1026.50	4315.50
contig_29_np1212:3545001..3547500	contig_29_np1212	3545001	3547500	+	2500	782	3225.00	1091.00	825	9512.50	685.50	464.50	524.50	4243.50
contig_29_np1212:3547501..3550000	contig_29_np1212	3547501	3550000	+	2500	547.74	2151.83	1239.39	6328.63	4011.51	6409.69	7165.24	1627.95	5756.64
contig_29_np1212:3550001..3552500	contig_29_np1212	3550001	3552500	+	2500	87	133	67	117	27	28.50	66	34	185.50
contig_29_np1212:3552501..3555000	contig_29_np1212	3552501	3555000	+	2500	888	759	419	16138.50	4821	9678	17433.50	9803.50	5882.50
contig_29_np1212:3555001..3557500	contig_29_np1212	3555001	3557500	+	2500	814.50	81.50	261	14093.33	5345.17	8337.67	16671.17	8791	4968.17
contig_29_np1212:3557501..3560000	contig_29_np1212	3557501	3560000	+	2500	2	0.50	0	107.33	16.17	21.67	66.67	23.50	34.67
contig_29_np1212:3560001..3562500	contig_29_np1212	3560001	3562500	+	2500	206.50	95	150	167.83	32.67	39.67	46.67	42	186.67
contig_29_np1212:3562501..3565000	contig_29_np1212	3562501	3565000	+	2500	1299	1674	430.50	1766.50	386	335.50	955	242.50	2657
contig_29_np1212:3565001..3567500	contig_29_np1212	3565001	3567500	+	2500	2989	3251	805.50	4905.50	1102.75	1955.50	3845.50	1370	5355
contig_29_np1212:3567501..3570000	contig_29_np1212	3567501	3570000	+	2500	124.50	690	220.50	317.50	2335.00	367.50	152	167	1971.50
contig_29_np1212:3570001..3572500	contig_29_np1212	3570001	3572500	+	2500	293	5910	2407.50	1262.50	52725.25	2386.50	674	488.50	15666.50
contig_29_np1212:3572501..3575000	contig_29_np1212	3572501	3575000	+	2500	74.50	80	91	93.75	50.83	61	95	75	89.50
contig_29_np1212:3575001..3577500	contig_29_np1212	3575001	3577500	+	2500	220.50	98	135	208.67	62.33	113	171.25	163	205.50
contig_29_np1212:3577501..3580000	contig_29_np1212	3577501	3580000	+	2500	55138.00	2094.50	8075.50	320019.25	821135.95	129496.04	319045.81	194600.05	13785.50
contig_29_np1212:3580001..3582500	contig_29_np1212	3580001	3582500	+	2500	25243.50	1101	4029.50	135726.58	361180.17	59841.75	131258.00	87386.75	6472.50
contig_29_np1212:3582501..3585000	contig_29_np1212	3582501	3585000	+	2500	749.50	3256.50	2492	4807.50	5322.50	4301	3129.58	1839.25	7691.50
contig_29_np1212:3585001..3587500	contig_29_np1212	3585001	3587500	+	2500	447	1450.20	1293.33	2640.67	2643.72	2443.20	1512.56	733.83	3886.75
contig_29_np1212:3587501..3590000	contig_29_np1212	3587501	3590000	+	2500	6020	2206	2366	242	658	276	258	152	1649.00
contig_29_np1212:3590001..3592500	contig_29_np1212	3590001	3592500	+	2500	2259.50	2044	1379.50	1585	3496	1866.50	1968.50	812	2501
contig_29_np1212:3592501..3595000	contig_29_np1212	3592501	3595000	+	2500	5303	4357.50	2938.50	450.50	102	206.50	550.50	366.50	3394
contig_29_np1212:3595001..3597500	contig_29_np1212	3595001	3597500	+	2500	1109.50	448.50	472.00	2251.50	1955.50	1968	2093.50	2293.50	676
contig_29_np1212:3597501..3600000	contig_29_np1212	3597501	3600000	+	2500	1230.67	669.25	1076.08	585.50	452	391	618	284	512.92
contig_29_np1212:3600001..3602500	contig_29_np1212	3600001	3602500	+	2500	518.50	449.75	209.25	579	700.50	383	664	272	768.50
contig_29_np1212:3602501..3605000	contig_29_np1212	3602501	3605000	+	2500	55.50	1669	318.50	305.50	1057.17	1625	644.50	467.00	3462.50
contig_29_np1212:3605001..3607500	contig_29_np1212	3605001	3607500	+	2500	93.50	1679	328	554.25	3236.67	2280.50	1434	969	3614.50
contig_29_np1212:3607501..3610000	contig_29_np1212	3607501	3610000	+	2500	4384	1128	3558.50	225177.75	456670.42	175448.96	322285.00	220195.52	16264.50
contig_29_np1212:3610001..3612500	contig_29_np1212	3610001	3612500	+	2500	5136.50	1877.50	2525.50	1339.25	1885.25	768.21	1251.83	544.04	2431.50
contig_29_np1212:3612501..3615000	contig_29_np1212	3612501	3615000	+	2500	138	33	99.25	246.25	117	124.43	252.33	65.43	123.50
contig_29_np1212:3615001..3617500	contig_29_np1212	3615001	3617500	+	2500	850.25	713.50	1195.75	10267.50	10190.75	7728.93	12081.33	2322.75	5673
contig_29_np1212:3617501..3620000	contig_29_np1212	3617501	3620000	+	2500	2593.75	2657	2295.17	5511.00	5176.17	4034.67	5992.50	1805.75	3923.00
contig_29_np1212:3620001..3622500	contig_29_np1212	3620001	3622500	+	2500	4786	1294	3468	838	814.58	282.50	537.50	384	850
contig_29_np1212:3622501..3625000	contig_29_np1212	3622501	3625000	+	2500	9	0	18	105	53.50	41	95	60	107
contig_29_np1212:3625001..3627500	contig_29_np1212	3625001	3627500	+	2500	938	1745.50	511.50	7382	18174	11896.50	14219.25	8437.50	6010
contig_29_np1212:3627501..3630000	contig_29_np1212	3627501	3630000	+	2500	241	3328.50	778	10201	36899	20092	16841.75	13861	10939.50
contig_29_np1212:3630001..3632500	contig_29_np1212	3630001	3632500	+	2500	247	836.50	216.50	3418	4436.50	3005	2314.50	2451	2365.50
contig_29_np1212:3632501..3635000	contig_29_np1212	3632501	3635000	+	2500	417	717	386	3770	1795.50	847.50	1705	1452.50	1276.97
contig_29_np1212:3635001..3637500	contig_29_np1212	3635001	3637500	+	2500	882	65	106.50	19028.00	9285.00	5272.50	12853.50	11054.50	4432.75
contig_29_np1212:3637501..3640000	contig_29_np1212	3637501	3640000	+	2500	9465.50	2437.00	3530	8029.50	5945.50	3455.50	6508.50	5169	4194.50
contig_29_np1212:3640001..3642500	contig_29_np1212	3640001	3642500	+	2500	17799.50	4250.87	6354.00	5582.57	7538.23	4368.87	6336.42	4452.50	5819.29
contig_29_np1212:3642501..3645000	contig_29_np1212	3642501	3645000	+	2500	125	420.50	1185.00	142.50	318	454	189.50	328.50	1069.50
contig_29_np1212:3645001..3647500	contig_29_np1212	3645001	3647500	+	2500	68	19	56	324.50	123.50	352.07	586.50	760.50	2138.50
contig_29_np1212:3647501..3650000	contig_29_np1212	3647501	3650000	+	2500	42	4	2	80	58	33	47	54	66
contig_29_np1212:3650001..3652500	contig_29_np1212	3650001	3652500	+	2500	857	244	461	585	233	270	281	178	511
contig_29_np1212:3652501..3655000	contig_29_np1212	3652501	3655000	+	2500	524	182	312	182	62	132.33	282	204	215
contig_29_np1212:3655001..3657500	contig_29_np1212	3655001	3657500	+	2500	224.50	453.50	524.50	80.50	41	656.50	1132	630.50	9701
contig_29_np1212:3657501..3660000	contig_29_np1212	3657501	3660000	+	2500	1684.65	3912.25	4320.24	471.66	353.93	4683.28	8568.00	4360.87	70755.27
contig_29_np1212:3660001..3662500	contig_29_np1212	3660001	3662500	+	2500	3956.60	1164.23	2746.36	490.31	501.30	287.08	431.05	440.09	918.10
contig_29_np1212:3662501..3665000	contig_29_np1212	3662501	3665000	+	2500	1094	2174	506	696.50	1419	516.88	755	464.40	2193.50
contig_29_np1212:3665001..3667500	contig_29_np1212	3665001	3667500	+	2500	140	466.50	254.25	270	360.50	164.50	129	52	678
contig_29_np1212:3667501..3670000	contig_29_np1212	3667501	3670000	+	2500	490	1700	852	977	983	602	360	164	2535
contig_29_np1212:3670001..3672500	contig_29_np1212	3670001	3672500	+	2500	38.50	106.50	118	1028.50	1418.50	1377	1092.50	1190	549.50
contig_29_np1212:3672501..3675000	contig_29_np1212	3672501	3675000	+	2500	176	783.50	614.50	1267	2943	1684.50	1636	1642	1181
contig_29_np1212:3675001..3677500	contig_29_np1212	3675001	3677500	+	2500	93.47	718.90	439.59	102.50	486.50	296.40	138.00	122.12	533.67
contig_29_np1212:3677501..3680000	contig_29_np1212	3677501	3680000	+	2500	3085.50	5168	5908.50	17502.10	12622.50	13881	19860.50	11372.50	10957.50
contig_29_np1212:3680001..3682500	contig_29_np1212	3680001	3682500	+	2500	786	650.50	361.50	549.30	821.17	252.67	337.50	260.75	1153.75
contig_29_np1212:3682501..3685000	contig_29_np1212	3682501	3685000	+	2500	53336	26157.50	17203	47652.85	56604.33	31263.33	52863	24034.25	41123.25
contig_29_np1212:3685001..3687500	contig_29_np1212	3685001	3687500	+	2500	636	2461	629	2436.50	1861	2608	2621	887.50	3578
contig_29_np1212:3687501..3690000	contig_29_np1212	3687501	3690000	+	2500	11167.50	4313.50	4066	11805.75	17251.50	6464	8893	7756.50	6064.50
contig_29_np1212:3690001..3692500	contig_29_np1212	3690001	3692500	+	2500	5130	4710.50	3566	829.50	481.50	516	733	1252	2877.50
contig_29_np1212:3692501..3695000	contig_29_np1212	3692501	3695000	+	2500	613	1749	573	4852.50	2765	3212	3544.50	9792.50	3953
contig_29_np1212:3695001..3697500	contig_29_np1212	3695001	3697500	+	2500	349	398.50	147	1071	361	731.50	857.50	1965.00	806.25
contig_29_np1212:3697501..3700000	contig_29_np1212	3697501	3700000	+	2500	4657.50	154172.75	144020.92	617	2132.75	6069.50	7785	4379.50	144902.50
contig_29_np1212:3700001..3702500	contig_29_np1212	3700001	3702500	+	2500	3255.50	2563.50	3485.17	2952	4035.50	2058	3173	1320.50	2844.25
contig_29_np1212:3702501..3705000	contig_29_np1212	3702501	3705000	+	2500	3609.50	3234.25	3840.42	3763.50	3043.25	2288	3472	1505.50	3673.50
contig_29_np1212:3705001..3707500	contig_29_np1212	3705001	3707500	+	2500	469.50	452.50	325.50	1300	498	859.50	1193	594.50	1042.50
contig_29_np1212:3707501..3710000	contig_29_np1212	3707501	3710000	+	2500	869	599.50	676	2542	2468.50	2092	2555.50	1215	1718.50
contig_29_np1212:3710001..3712500	contig_29_np1212	3710001	3712500	+	2500	44.50	235	60	157.50	175	252.50	98.50	53	359.50
contig_29_np1212:3712501..3715000	contig_29_np1212	3712501	3715000	+	2500	1783.50	908.50	1335	628	424	402	453	360	917.50
contig_29_np1212:3715001..3717500	contig_29_np1212	3715001	3717500	+	2500	78.50	453.50	27	16	0	38	52	44	888.50
contig_29_np1212:3717501..3720000	contig_29_np1212	3717501	3720000	+	2500	1940.50	1311.00	1109.00	366.00	424	235	242	145	926.00
contig_29_np1212:3720001..3722500	contig_29_np1212	3720001	3722500	+	2500	560.50	149.50	260.50	1098	202.50	141	391.50	152.50	768
contig_29_np1212:3722501..3725000	contig_29_np1212	3722501	3725000	+	2500	85	128	61.50	316	100.50	60.50	108	42	306.50
contig_29_np1212:3725001..3727500	contig_29_np1212	3725001	3727500	+	2500	37	270.50	104	228.50	131.50	118	94.50	30	577.50
contig_29_np1212:3727501..3730000	contig_29_np1212	3727501	3730000	+	2500	96.00	184.50	73	329.50	197	104.50	109	71	552.50
contig_29_np1212:3730001..3732500	contig_29_np1212	3730001	3732500	+	2500	62.50	59.50	42	29	110.50	16	14	10	98.50
contig_29_np1212:3732501..3735000	contig_29_np1212	3732501	3735000	+	2500	285.50	240	516	120	58	44	85	78	272
contig_29_np1212:3735001..3737500	contig_29_np1212	3735001	3737500	+	2500	71	88.50	129	205.50	34	93	124	134	189
contig_29_np1212:3737501..3740000	contig_29_np1212	3737501	3740000	+	2500	20218.50	8352.50	11546.00	1297.50	1136	509	854	570	5912.50
contig_29_np1212:3740001..3742500	contig_29_np1212	3740001	3742500	+	2500	59	170	121	152	52.50	31.50	62	66	285
contig_29_np1212:3742501..3745000	contig_29_np1212	3742501	3745000	+	2500	139	35	152.50	849	388	267.50	373.50	371	503.50
contig_29_np1212:3745001..3747500	contig_29_np1212	3745001	3747500	+	2500	20928.50	7687	17568.00	11987.00	21738.00	7924.00	12729.50	7188.00	10659.00
contig_29_np1212:3747501..3750000	contig_29_np1212	3747501	3750000	+	2500	613	513.67	257.50	2562.00	1327.00	2528.50	4072	1918	4578.83
contig_29_np1212:3750001..3752500	contig_29_np1212	3750001	3752500	+	2500	6733	2560.92	13105	398	243	360	500	286.50	5596.50
contig_29_np1212:3752501..3755000	contig_29_np1212	3752501	3755000	+	2500	6677.67	2336.32	12083.42	327	718	222.50	184.29	221	4811
